settlement_date,settlement_period,england_wales_generation_mwh,b1610_rows_used,bmu_count_used,england_wales_generation_mw
2023-11-28,6,631.1600000000001,335,335,1262.3200000000002
2023-11-28,7,527.904,335,335,1055.808
2023-11-28,8,487.40000000000003,335,335,974.8000000000001
2023-11-28,9,471.948,335,335,943.896
2023-11-28,10,496.729,335,335,993.458
2023-11-28,11,702.648,335,335,1405.296
2023-11-28,12,640.3639999999999,335,335,1280.7279999999998
2023-11-28,13,759.843,335,335,1519.686
2023-11-28,14,755.439,335,335,1510.878
2023-11-28,15,789.768,335,335,1579.536
2023-11-28,16,924.835,335,335,1849.67
2023-11-28,17,962.648,335,335,1925.296
2023-11-28,18,1026.807,335,335,2053.614
2023-11-28,19,970.964,335,335,1941.928
2023-11-28,20,981.155,335,335,1962.31
2023-11-28,21,961.842,335,335,1923.684
2023-11-28,22,1063.893,335,335,2127.786
2023-11-28,23,915.023,335,335,1830.046
2023-11-28,24,714.5120000000001,335,335,1429.0240000000001
2023-11-28,25,803.014,335,335,1606.028
2023-11-28,26,760.6310000000001,335,335,1521.2620000000002
2023-11-28,27,814.419,335,335,1628.838
2023-11-28,28,801.027,335,335,1602.054
2023-11-28,29,819.077,335,335,1638.154
2023-11-28,30,888.222,335,335,1776.444
2023-11-28,31,1009.0250000000001,335,335,2018.0500000000002
2023-11-28,32,1080.169,335,335,2160.338
2023-11-28,33,1240.599,335,335,2481.198
2023-11-28,34,1471.078,335,335,2942.156
2023-11-28,35,1420.703,335,335,2841.406
2023-11-28,36,1397.999,335,335,2795.998
2023-11-28,37,1188.734,335,335,2377.468
2023-11-28,38,949.4850000000001,335,335,1898.9700000000003
2023-11-28,39,770.9440000000001,335,335,1541.8880000000001
2023-11-28,40,692.032,335,335,1384.064
2023-11-28,41,680.028,335,335,1360.056
2023-11-28,42,581.488,335,335,1162.976
2023-11-28,43,539.078,335,335,1078.156
2023-11-28,44,460.481,335,335,920.962
2023-11-28,45,398.33500000000004,335,335,796.6700000000001
2023-11-28,46,458.09499999999997,335,335,916.1899999999999
2023-11-28,47,527.917,335,335,1055.834
2023-11-28,48,564.225,335,335,1128.45
2023-11-29,1,533.205,335,335,1066.41
2023-11-29,2,496.94,335,335,993.88
2023-11-29,3,421.312,335,335,842.624
2023-11-29,4,438.252,335,335,876.504
2023-11-29,5,450.433,335,335,900.866
2023-11-29,6,403.64,335,335,807.28
2023-11-29,7,396.915,335,335,793.83
2023-11-29,8,386.661,335,335,773.322
2023-11-29,9,436.408,335,335,872.816
2023-11-29,10,439.608,335,335,879.216
2023-11-29,11,431.104,335,335,862.208
2023-11-29,12,408.783,335,335,817.566
2023-11-29,13,477.266,335,335,954.532
2023-11-29,14,598.883,335,335,1197.766
2023-11-29,15,720.379,335,335,1440.758
2023-11-29,16,902.12,335,335,1804.24
2023-11-29,17,1084.414,335,335,2168.828
2023-11-29,18,1213.834,335,335,2427.668
2023-11-29,19,971.088,335,335,1942.176
2023-11-29,20,910.052,335,335,1820.104
2023-11-29,21,877.102,335,335,1754.204
2023-11-29,22,882.701,335,335,1765.402
2023-11-29,23,868.9970000000001,335,335,1737.9940000000001
2023-11-29,24,752.215,335,335,1504.43
2023-11-29,25,748.791,335,335,1497.582
2023-11-29,26,778.7270000000001,335,335,1557.4540000000002
2023-11-29,27,852.924,335,335,1705.848
2023-11-29,28,885.092,335,335,1770.184
2023-11-29,29,971.724,335,335,1943.448
2023-11-29,30,1033.44,335,335,2066.88
2023-11-29,31,1209.557,335,335,2419.114
2023-11-29,32,1286.3619999999999,335,335,2572.7239999999997
2023-11-29,33,1377.2820000000002,335,335,2754.5640000000003
2023-11-29,34,1736.074,335,335,3472.148
2023-11-29,35,1778.442,335,335,3556.884
2023-11-29,36,1722.52,335,335,3445.04
2023-11-29,37,1522.919,335,335,3045.838
2023-11-29,38,1354.8,335,335,2709.6
2023-11-29,39,918.384,335,335,1836.768
2023-11-29,40,837.514,335,335,1675.028
2023-11-29,41,835.048,335,335,1670.096
2023-11-29,42,698.516,335,335,1397.032
2023-11-29,43,603.694,335,335,1207.388
2023-11-29,44,446.142,335,335,892.284
2023-11-29,45,461.724,335,335,923.448
2023-11-29,46,437.515,335,335,875.03
2023-11-29,47,474.427,335,335,948.854
2023-11-29,48,503.866,335,335,1007.732
2023-11-30,1,440.507,335,335,881.014
2023-11-30,2,470.15599999999995,335,335,940.3119999999999
2023-11-30,3,457.648,335,335,915.296
2023-11-30,4,465.095,335,335,930.19
2023-11-30,5,443.171,335,335,886.342
2023-11-30,6,465.56899999999996,335,335,931.1379999999999
2023-11-30,7,452.477,335,335,904.954
2023-11-30,8,452.901,335,335,905.802
2023-11-30,9,466.263,335,335,932.526
2023-11-30,10,463.432,335,335,926.864
2023-11-30,11,491.749,335,335,983.498
2023-11-30,12,541.0229999999999,335,335,1082.0459999999998
2023-11-30,13,575.191,335,335,1150.382
2023-11-30,14,746.491,335,335,1492.982
2023-11-30,15,1120.985,335,335,2241.97
2023-11-30,16,1271.802,335,335,2543.604
2023-11-30,17,1237.7440000000001,335,335,2475.4880000000003
2023-11-30,18,1501.9809999999998,335,335,3003.9619999999995
2023-11-30,19,1611.3020000000001,335,335,3222.6040000000003
2023-11-30,20,1591.728,335,335,3183.456
2023-11-30,21,1487.021,335,335,2974.042
2023-11-30,22,1429.039,335,335,2858.078
2023-11-30,23,1275.5549999999998,335,335,2551.1099999999997
2023-11-30,24,1364.2069999999999,335,335,2728.4139999999998
2023-11-30,25,1479.9489999999998,335,335,2959.8979999999997
2023-11-30,26,1515.906,335,335,3031.812
2023-11-30,27,1585.785,335,335,3171.57
2023-11-30,28,1537.156,335,335,3074.312
2023-11-30,29,1523.068,335,335,3046.136
2023-11-30,30,1508.632,335,335,3017.264
2023-11-30,31,1511.117,335,335,3022.234
2023-11-30,32,1529.439,335,335,3058.878
2023-11-30,33,1647.311,335,335,3294.622
2023-11-30,34,1872.64,335,335,3745.28
2023-11-30,35,2049.216,335,335,4098.432
2023-11-30,36,2080.107,335,335,4160.214
2023-11-30,37,1802.458,335,335,3604.916
2023-11-30,38,1639.31,335,335,3278.62
2023-11-30,39,1338.229,335,335,2676.458
2023-11-30,40,1257.1589999999999,335,335,2514.3179999999998
2023-11-30,41,1054.556,335,335,2109.112
2023-11-30,42,983.9610000000001,335,335,1967.9220000000003
2023-11-30,43,997.075,335,335,1994.15
2023-11-30,44,939.675,335,335,1879.35
2023-11-30,45,933.015,335,335,1866.03
2023-11-30,46,929.8340000000001,335,335,1859.6680000000001
2023-11-30,47,938.1409999999998,335,335,1876.2819999999997
2023-11-30,48,937.4750000000001,335,335,1874.9500000000003
2023-12-01,1,922.24,335,335,1844.48
2023-12-01,2,926.2959999999999,335,335,1852.5919999999999
2023-12-01,3,923.7040000000001,335,335,1847.4080000000001
2023-12-01,4,924.759,335,335,1849.518
2023-12-01,5,915.374,335,335,1830.748
2023-12-01,6,876.042,335,335,1752.084
2023-12-01,7,922.4490000000001,335,335,1844.8980000000001
2023-12-01,8,858.466,335,335,1716.932
2023-12-01,9,925.8839999999999,335,335,1851.7679999999998
2023-12-01,10,911.41,335,335,1822.82
2023-12-01,11,899.503,335,335,1799.006
2023-12-01,12,940.647,335,335,1881.294
2023-12-01,13,966.573,335,335,1933.146
2023-12-01,14,1012.389,335,335,2024.778
2023-12-01,15,1264.468,335,335,2528.936
2023-12-01,16,1486.539,335,335,2973.078
2023-12-01,17,1503.246,335,335,3006.492
2023-12-01,18,1593.581,335,335,3187.162
2023-12-01,19,1501.884,335,335,3003.768
2023-12-01,20,1380.838,335,335,2761.676
2023-12-01,21,1315.8990000000001,335,335,2631.7980000000002
2023-12-01,22,1298.894,335,335,2597.788
2023-12-01,23,1267.547,335,335,2535.094
2023-12-01,24,1179.027,335,335,2358.054
2023-12-01,25,1106.181,335,335,2212.362
2023-12-01,26,1105.758,335,335,2211.516
2023-12-01,27,1122.2980000000002,335,335,2244.5960000000005
2023-12-01,28,1108.672,335,335,2217.344
2023-12-01,29,1065.7389999999998,335,335,2131.4779999999996
2023-12-01,30,1303.182,335,335,2606.364
2023-12-01,31,1474.8139999999999,335,335,2949.6279999999997
2023-12-01,32,1514.4840000000002,335,335,3028.9680000000003
2023-12-01,33,1651.683,335,335,3303.366
2023-12-01,34,2101.913,335,335,4203.826
2023-12-01,35,2070.131,335,335,4140.262
2023-12-01,36,1954.539,335,335,3909.078
2023-12-01,37,1719.271,335,335,3438.542
2023-12-01,38,1587.811,335,335,3175.622
2023-12-01,39,1352.198,335,335,2704.396
2023-12-01,40,1329.193,335,335,2658.386
2023-12-01,41,1003.5110000000001,335,335,2007.0220000000002
2023-12-01,42,948.626,335,335,1897.252
2023-12-01,43,939.2320000000001,335,335,1878.4640000000002
2023-12-01,44,887.08,335,335,1774.16
2023-12-01,45,875.0939999999999,335,335,1750.1879999999999
2023-12-01,46,861.4509999999999,335,335,1722.9019999999998
2023-12-01,47,786.255,335,335,1572.51
2023-12-01,48,684.782,335,335,1369.564
2023-12-02,1,690.479,335,335,1380.958
2023-12-02,2,700.035,335,335,1400.07
2023-12-02,3,701.588,335,335,1403.176
2023-12-02,4,696.431,335,335,1392.862
2023-12-02,5,701.157,335,335,1402.314
2023-12-02,6,721.8589999999999,335,335,1443.7179999999998
2023-12-02,7,723.568,335,335,1447.136
2023-12-02,8,720.26,335,335,1440.52
2023-12-02,9,710.697,335,335,1421.394
2023-12-02,10,710.942,335,335,1421.884
2023-12-02,11,715.631,335,335,1431.262
2023-12-02,12,778.479,335,335,1556.958
2023-12-02,13,869.8009999999999,335,335,1739.6019999999999
2023-12-02,14,914.6890000000001,335,335,1829.3780000000002
2023-12-02,15,1032.172,335,335,2064.344
2023-12-02,16,1073.146,335,335,2146.292
2023-12-02,17,1032.634,335,335,2065.268
2023-12-02,18,1201.3799999999999,335,335,2402.7599999999998
2023-12-02,19,1073.3029999999999,335,335,2146.6059999999998
2023-12-02,20,1137.087,335,335,2274.174
2023-12-02,21,1145.835,335,335,2291.67
2023-12-02,22,1089.366,335,335,2178.732
2023-12-02,23,1173.824,335,335,2347.648
2023-12-02,24,1187.0720000000001,335,335,2374.1440000000002
2023-12-02,25,1171.199,335,335,2342.398
2023-12-02,26,1157.977,335,335,2315.954
2023-12-02,27,1108.183,335,335,2216.366
2023-12-02,28,1078.107,335,335,2156.214
2023-12-02,29,1103.536,335,335,2207.072
2023-12-02,30,1125.699,335,335,2251.398
2023-12-02,31,1118.467,335,335,2236.934
2023-12-02,32,1306.9460000000001,335,335,2613.8920000000003
2023-12-02,33,1467.724,335,335,2935.448
2023-12-02,34,1701.05,335,335,3402.1
2023-12-02,35,1824.346,335,335,3648.692
2023-12-02,36,1815.718,335,335,3631.436
2023-12-02,37,1588.2640000000001,335,335,3176.5280000000002
2023-12-02,38,1346.3529999999998,335,335,2692.7059999999997
2023-12-02,39,1219.151,335,335,2438.302
2023-12-02,40,1002.613,335,335,2005.226
2023-12-02,41,974.3370000000001,335,335,1948.6740000000002
2023-12-02,42,903.785,335,335,1807.57
2023-12-02,43,955.035,335,335,1910.07
2023-12-02,44,950.3280000000001,335,335,1900.6560000000002
2023-12-02,45,856.1750000000001,335,335,1712.3500000000001
2023-12-02,46,913.83,335,335,1827.66
2023-12-02,47,827.37,335,335,1654.74
2023-12-02,48,734.324,335,335,1468.648
2023-12-03,1,1489.406,670,670,2978.812
2023-12-03,2,1566.938,670,670,3133.876
2023-12-03,3,1611.654,670,670,3223.308
2023-12-03,4,1584.074,670,670,3168.148
2023-12-03,5,1571.6779999999999,670,670,3143.3559999999998
2023-12-03,6,1603.4640000000002,670,670,3206.9280000000003
2023-12-03,7,1525.27,670,670,3050.54
2023-12-03,8,1401.032,670,670,2802.064
2023-12-03,9,1397.48,670,670,2794.96
2023-12-03,10,1407.838,670,670,2815.676
2023-12-03,11,1432.3319999999999,670,670,2864.6639999999998
2023-12-03,12,1515.6480000000001,670,670,3031.2960000000003
2023-12-03,13,1646.188,670,670,3292.376
2023-12-03,14,1681.472,670,670,3362.944
2023-12-03,15,1762.2200000000003,670,670,3524.4400000000005
2023-12-03,16,1701.304,670,670,3402.608
2023-12-03,17,1793.95,670,670,3587.9
2023-12-03,18,1899.6000000000001,670,670,3799.2000000000003
2023-12-03,19,1726.848,670,670,3453.696
2023-12-03,20,1695.69,670,670,3391.38
2023-12-03,21,1626.704,670,670,3253.408
2023-12-03,22,1687.282,670,670,3374.564
2023-12-03,23,1720.3700000000001,670,670,3440.7400000000002
2023-12-03,24,1925.21,670,670,3850.42
2023-12-03,25,1940.6019999999999,670,670,3881.2039999999997
2023-12-03,26,1940.858,670,670,3881.716
2023-12-03,27,1923.092,670,670,3846.184
2023-12-03,28,1908.1719999999998,670,670,3816.3439999999996
2023-12-03,29,1885.706,670,670,3771.412
2023-12-03,30,1890.01,670,670,3780.02
2023-12-03,31,1947.228,670,670,3894.456
2023-12-03,32,2031.13,670,670,4062.26
2023-12-03,33,2292.56,670,670,4585.12
2023-12-03,34,2409.5420000000004,670,670,4819.084000000001
2023-12-03,35,2514.718,670,670,5029.436
2023-12-03,36,2442.656,670,670,4885.312
2023-12-03,37,2276.496,670,670,4552.992
2023-12-03,38,2229.8399999999997,670,670,4459.679999999999
2023-12-03,39,1956.5159999999998,670,670,3913.0319999999997
2023-12-03,40,1914.664,670,670,3829.328
2023-12-03,41,1938.6360000000002,670,670,3877.2720000000004
2023-12-03,42,1935.512,670,670,3871.024
2023-12-03,43,1958.9540000000002,670,670,3917.9080000000004
2023-12-03,44,1901.4740000000002,670,670,3802.9480000000003
2023-12-03,45,1754.93,670,670,3509.86
2023-12-03,46,1218.2,670,670,2436.4
2023-12-03,47,931.946,670,670,1863.892
2023-12-03,48,922.7320000000001,670,670,1845.4640000000002
2023-12-04,1,393.254,335,335,786.508
2023-12-04,2,383.754,335,335,767.508
2023-12-04,3,373.341,335,335,746.682
2023-12-04,4,377.876,335,335,755.752
2023-12-04,5,370.005,335,335,740.01
2023-12-04,6,364.917,335,335,729.834
2023-12-04,7,378.983,335,335,757.966
2023-12-04,8,396.639,335,335,793.278
2023-12-04,9,396.77799999999996,335,335,793.5559999999999
2023-12-04,10,407.627,335,335,815.254
2023-12-04,11,405.331,335,335,810.662
2023-12-04,12,406.08599999999996,335,335,812.1719999999999
2023-12-04,13,556.045,335,335,1112.09
2023-12-04,14,812.773,335,335,1625.546
2023-12-04,15,937.198,335,335,1874.396
2023-12-04,16,1074.953,335,335,2149.906
2023-12-04,17,997.861,335,335,1995.722
2023-12-04,18,958.49,335,335,1916.98
2023-12-04,19,879.89,335,335,1759.78
2023-12-04,20,936.877,335,335,1873.754
2023-12-04,21,947.6709999999999,335,335,1895.3419999999999
2023-12-04,22,975.486,335,335,1950.972
2023-12-04,23,932.625,335,335,1865.25
2023-12-04,24,1002.808,335,335,2005.616
2023-12-04,25,976.569,335,335,1953.138
2023-12-04,26,996.482,335,335,1992.964
2023-12-04,27,1001.207,335,335,2002.414
2023-12-04,28,900.3729999999999,335,335,1800.7459999999999
2023-12-04,29,883.93,335,335,1767.86
2023-12-04,30,921.078,335,335,1842.156
2023-12-04,31,912.426,335,335,1824.852
2023-12-04,32,945.544,335,335,1891.088
2023-12-04,33,1037.146,335,335,2074.292
2023-12-04,34,1372.814,335,335,2745.628
2023-12-04,35,1432.3999999999999,335,335,2864.7999999999997
2023-12-04,36,1297.604,335,335,2595.208
2023-12-04,37,1044.319,335,335,2088.638
2023-12-04,38,825.517,335,335,1651.034
2023-12-04,39,650.08,335,335,1300.16
2023-12-04,40,555.117,335,335,1110.234
2023-12-04,41,556.229,335,335,1112.458
2023-12-04,42,566.5219999999999,335,335,1133.0439999999999
2023-12-04,43,557.938,335,335,1115.876
2023-12-04,44,523.824,335,335,1047.648
2023-12-04,45,524.812,335,335,1049.624
2023-12-04,46,606.539,335,335,1213.078
2023-12-04,47,558.663,335,335,1117.326
2023-12-04,48,510.8380000000001,335,335,1021.6760000000002
2023-12-05,1,528.2950000000001,335,335,1056.5900000000001
2023-12-05,2,523.8199999999999,335,335,1047.6399999999999
2023-12-05,3,525.835,335,335,1051.67
2023-12-05,4,540.419,335,335,1080.838
2023-12-05,5,566.137,335,335,1132.274
2023-12-05,6,576.483,335,335,1152.966
2023-12-05,7,553.565,335,335,1107.13
2023-12-05,8,620.469,335,335,1240.938
2023-12-05,9,500.54,335,335,1001.08
2023-12-05,10,502.043,335,335,1004.086
2023-12-05,11,519.17,335,335,1038.34
2023-12-05,12,622.643,335,335,1245.286
2023-12-05,13,763.4610000000001,335,335,1526.9220000000003
2023-12-05,14,781.215,335,335,1562.43
2023-12-05,15,797.55,335,335,1595.1
2023-12-05,16,826.8539999999999,335,335,1653.7079999999999
2023-12-05,17,888.71,335,335,1777.42
2023-12-05,18,833.4239999999999,335,335,1666.8479999999997
2023-12-05,19,815.866,335,335,1631.732
2023-12-05,20,769.4440000000001,335,335,1538.8880000000001
2023-12-05,21,811.38,335,335,1622.76
2023-12-05,22,814.89,335,335,1629.78
2023-12-05,23,842.876,335,335,1685.752
2023-12-05,24,808.7379999999999,335,335,1617.4759999999999
2023-12-05,25,810.8639999999999,335,335,1621.7279999999998
2023-12-05,26,823.457,335,335,1646.914
2023-12-05,27,815.01,335,335,1630.02
2023-12-05,28,765.349,335,335,1530.698
2023-12-05,29,780.9830000000001,335,335,1561.9660000000001
2023-12-05,30,758.056,335,335,1516.112
2023-12-05,31,762.111,335,335,1524.222
2023-12-05,32,881.71,335,335,1763.42
2023-12-05,33,1145.718,335,335,2291.436
2023-12-05,34,1450.463,335,335,2900.926
2023-12-05,35,1564.85,335,335,3129.7
2023-12-05,36,1511.487,335,335,3022.974
2023-12-05,37,1203.02,335,335,2406.04
2023-12-05,38,993.714,335,335,1987.428
2023-12-05,39,844.273,335,335,1688.546
2023-12-05,40,798.9970000000001,335,335,1597.9940000000001
2023-12-05,41,823.8979999999999,335,335,1647.7959999999998
2023-12-05,42,799.0419999999999,335,335,1598.0839999999998
2023-12-05,43,766.181,335,335,1532.362
2023-12-05,44,746.5829999999999,335,335,1493.1659999999997
2023-12-05,45,748.361,335,335,1496.722
2023-12-05,46,751.447,335,335,1502.894
2023-12-05,47,764.203,335,335,1528.406
2023-12-05,48,766.1020000000001,335,335,1532.2040000000002
2023-12-06,1,739.5070000000001,335,335,1479.0140000000001
2023-12-06,2,757.12,335,335,1514.24
2023-12-06,3,758.2940000000001,335,335,1516.5880000000002
2023-12-06,4,734.675,335,335,1469.35
2023-12-06,5,733.497,335,335,1466.994
2023-12-06,6,743.9390000000001,335,335,1487.8780000000002
2023-12-06,7,757.664,335,335,1515.328
2023-12-06,8,736.048,335,335,1472.096
2023-12-06,9,738.199,335,335,1476.398
2023-12-06,10,738.8940000000001,335,335,1477.7880000000002
2023-12-06,11,734.361,335,335,1468.722
2023-12-06,12,734.332,335,335,1468.664
2023-12-06,13,733.608,335,335,1467.216
2023-12-06,14,789.393,335,335,1578.786
2023-12-06,15,1038.0810000000001,335,335,2076.1620000000003
2023-12-06,16,1324.54,335,335,2649.08
2023-12-06,17,1348.292,335,335,2696.584
2023-12-06,18,1408.8799999999999,335,335,2817.7599999999998
2023-12-06,19,1329.635,335,335,2659.27
2023-12-06,20,1312.8410000000001,335,335,2625.6820000000002
2023-12-06,21,1225.156,335,335,2450.312
2023-12-06,22,1160.5610000000001,335,335,2321.1220000000003
2023-12-06,23,955.2640000000001,335,335,1910.5280000000002
2023-12-06,24,923.479,335,335,1846.958
2023-12-06,25,960.0590000000001,335,335,1920.1180000000002
2023-12-06,26,889.1329999999999,335,335,1778.2659999999998
2023-12-06,27,926.0510000000002,335,335,1852.1020000000003
2023-12-06,28,897.039,335,335,1794.078
2023-12-06,29,1010.096,335,335,2020.192
2023-12-06,30,1060.118,335,335,2120.236
2023-12-06,31,1245.945,335,335,2491.89
2023-12-06,32,1244.387,335,335,2488.774
2023-12-06,33,1306.306,335,335,2612.612
2023-12-06,34,1511.541,335,335,3023.082
2023-12-06,35,1664.889,335,335,3329.778
2023-12-06,36,1548.8020000000001,335,335,3097.6040000000003
2023-12-06,37,1254.2930000000001,335,335,2508.5860000000002
2023-12-06,38,1207.511,335,335,2415.022
2023-12-06,39,948.09,335,335,1896.18
2023-12-06,40,885.656,335,335,1771.312
2023-12-06,41,899.5969999999999,335,335,1799.1939999999997
2023-12-06,42,884.816,335,335,1769.632
2023-12-06,43,917.5229999999999,335,335,1835.0459999999998
2023-12-06,44,899.8570000000001,335,335,1799.7140000000002
2023-12-06,45,741.9820000000001,335,335,1483.9640000000002
2023-12-06,46,632.1059999999999,335,335,1264.2119999999998
2023-12-06,47,480.284,335,335,960.568
2023-12-06,48,434.21500000000003,335,335,868.4300000000001
2023-12-07,1,439.15799999999996,335,335,878.3159999999999
2023-12-07,2,555.238,335,335,1110.476
2023-12-07,3,461.471,335,335,922.942
2023-12-07,4,423.923,335,335,847.846
2023-12-07,5,450.511,335,335,901.022
2023-12-07,6,454.867,335,335,909.734
2023-12-07,7,465.692,335,335,931.384
2023-12-07,8,459.94199999999995,335,335,919.8839999999999
2023-12-07,9,455.597,335,335,911.194
2023-12-07,10,461.38300000000004,335,335,922.7660000000001
2023-12-07,11,482.27900000000005,335,335,964.5580000000001
2023-12-07,12,529.331,335,335,1058.662
2023-12-07,13,521.623,335,335,1043.246
2023-12-07,14,611.989,335,335,1223.978
2023-12-07,15,728.0920000000001,335,335,1456.1840000000002
2023-12-07,16,772.4100000000001,335,335,1544.8200000000002
2023-12-07,17,798.9459999999999,335,335,1597.8919999999998
2023-12-07,18,930.6740000000001,335,335,1861.3480000000002
2023-12-07,19,999.342,335,335,1998.684
2023-12-07,20,940.107,335,335,1880.214
2023-12-07,21,961.8100000000001,335,335,1923.6200000000001
2023-12-07,22,1273.4850000000001,335,335,2546.9700000000003
2023-12-07,23,1374.27,335,335,2748.54
2023-12-07,24,1301.018,335,335,2602.036
2023-12-07,25,924.7510000000001,335,335,1849.5020000000002
2023-12-07,26,873.9019999999999,335,335,1747.8039999999999
2023-12-07,27,870.895,335,335,1741.79
2023-12-07,28,893.999,335,335,1787.998
2023-12-07,29,1075.5040000000001,335,335,2151.0080000000003
2023-12-07,30,971.737,335,335,1943.474
2023-12-07,31,916.1380000000001,335,335,1832.2760000000003
2023-12-07,32,997.1399999999999,335,335,1994.2799999999997
2023-12-07,33,1137.834,335,335,2275.668
2023-12-07,34,1316.7839999999999,335,335,2633.5679999999998
2023-12-07,35,1438.761,335,335,2877.522
2023-12-07,36,1327.422,335,335,2654.844
2023-12-07,37,1055.663,335,335,2111.326
2023-12-07,38,976.5450000000001,335,335,1953.0900000000001
2023-12-07,39,784.6940000000001,335,335,1569.3880000000001
2023-12-07,40,680.2189999999999,335,335,1360.4379999999999
2023-12-07,41,616.279,335,335,1232.558
2023-12-07,42,551.567,335,335,1103.134
2023-12-07,43,488.717,335,335,977.434
2023-12-07,44,526.933,335,335,1053.866
2023-12-07,45,462.283,335,335,924.566
2023-12-07,46,498.97700000000003,335,335,997.9540000000001
2023-12-07,47,449.71700000000004,335,335,899.4340000000001
2023-12-07,48,432.32900000000006,335,335,864.6580000000001
2023-12-08,1,412.762,335,335,825.524
2023-12-08,2,406.62100000000004,335,335,813.2420000000001
2023-12-08,3,379.053,335,335,758.106
2023-12-08,4,374.258,335,335,748.516
2023-12-08,5,381.09900000000005,335,335,762.1980000000001
2023-12-08,6,392.85799999999995,335,335,785.7159999999999
2023-12-08,7,395.745,335,335,791.49
2023-12-08,8,394.43600000000004,335,335,788.8720000000001
2023-12-08,9,401.84200000000004,335,335,803.6840000000001
2023-12-08,10,404.43399999999997,335,335,808.8679999999999
2023-12-08,11,430.07899999999995,335,335,860.1579999999999
2023-12-08,12,512.318,335,335,1024.636
2023-12-08,13,738.787,335,335,1477.574
2023-12-08,14,876.3240000000001,335,335,1752.6480000000001
2023-12-08,15,900.409,335,335,1800.818
2023-12-08,16,1103.692,335,335,2207.384
2023-12-08,17,934.771,335,335,1869.542
2023-12-08,18,1005.489,335,335,2010.978
2023-12-08,19,1084.191,335,335,2168.382
2023-12-08,20,947.202,335,335,1894.404
2023-12-08,21,894.048,335,335,1788.096
2023-12-08,22,806.335,335,335,1612.67
2023-12-08,23,891.059,335,335,1782.118
2023-12-08,24,865.9300000000001,335,335,1731.8600000000001
2023-12-08,25,827.15,335,335,1654.3
2023-12-08,26,752.2420000000001,335,335,1504.4840000000002
2023-12-08,27,656.974,335,335,1313.948
2023-12-08,28,633.67,335,335,1267.34
2023-12-08,29,609.674,335,335,1219.348
2023-12-08,30,620.307,335,335,1240.614
2023-12-08,31,636.5299999999999,335,335,1273.0599999999997
2023-12-08,32,639.9029999999999,335,335,1279.8059999999998
2023-12-08,33,711.5740000000001,335,335,1423.1480000000001
2023-12-08,34,810.7700000000001,335,335,1621.5400000000002
2023-12-08,35,856.222,335,335,1712.444
2023-12-08,36,798.86,335,335,1597.72
2023-12-08,37,738.086,335,335,1476.172
2023-12-08,38,752.798,335,335,1505.596
2023-12-08,39,685.04,335,335,1370.08
2023-12-08,40,736.4329999999999,335,335,1472.8659999999998
2023-12-08,41,619.5079999999999,335,335,1239.0159999999998
2023-12-08,42,588.911,335,335,1177.822
2023-12-08,43,527.5459999999999,335,335,1055.0919999999999
2023-12-08,44,604.8570000000001,335,335,1209.7140000000002
2023-12-08,45,511.542,335,335,1023.084
2023-12-08,46,518.288,335,335,1036.576
2023-12-08,47,495.32,335,335,990.64
2023-12-08,48,499.38000000000005,335,335,998.7600000000001
2023-12-09,1,501.692,335,335,1003.384
2023-12-09,2,572.005,335,335,1144.01
2023-12-09,3,534.38,335,335,1068.76
2023-12-09,4,534.569,335,335,1069.138
2023-12-09,5,513.965,335,335,1027.93
2023-12-09,6,502.61899999999997,335,335,1005.2379999999999
2023-12-09,7,524.938,335,335,1049.876
2023-12-09,8,511.333,335,335,1022.666
2023-12-09,9,505.185,335,335,1010.37
2023-12-09,10,465.58,335,335,931.16
2023-12-09,11,476.355,335,335,952.71
2023-12-09,12,490.222,335,335,980.444
2023-12-09,13,530.918,335,335,1061.836
2023-12-09,14,511.43600000000004,335,335,1022.8720000000001
2023-12-09,15,504.539,335,335,1009.078
2023-12-09,16,522.406,335,335,1044.812
2023-12-09,17,533.1659999999999,335,335,1066.3319999999999
2023-12-09,18,599.667,335,335,1199.334
2023-12-09,19,608.315,335,335,1216.63
2023-12-09,20,562.451,335,335,1124.902
2023-12-09,21,632.457,335,335,1264.914
2023-12-09,22,609.7370000000001,335,335,1219.4740000000002
2023-12-09,23,531.467,335,335,1062.934
2023-12-09,24,520.687,335,335,1041.374
2023-12-09,25,501.74,335,335,1003.48
2023-12-09,26,519.828,335,335,1039.656
2023-12-09,27,516.7429999999999,335,335,1033.4859999999999
2023-12-09,28,572.711,335,335,1145.422
2023-12-09,29,524.242,335,335,1048.484
2023-12-09,30,523.474,335,335,1046.948
2023-12-09,31,551.046,335,335,1102.092
2023-12-09,32,496.53,335,335,993.06
2023-12-09,33,528.092,335,335,1056.184
2023-12-09,34,646.805,335,335,1293.61
2023-12-09,35,733.2760000000001,335,335,1466.5520000000001
2023-12-09,36,656.7919999999999,335,335,1313.5839999999998
2023-12-09,37,591.8199999999999,335,335,1183.6399999999999
2023-12-09,38,585.4399999999999,335,335,1170.8799999999999
2023-12-09,39,628.77,335,335,1257.54
2023-12-09,40,616.539,335,335,1233.078
2023-12-09,41,562.829,335,335,1125.658
2023-12-09,42,573.984,335,335,1147.968
2023-12-09,43,577.219,335,335,1154.438
2023-12-09,44,621.293,335,335,1242.586
2023-12-09,45,549.863,335,335,1099.726
2023-12-09,46,551.1039999999999,335,335,1102.2079999999999
2023-12-09,47,558.252,335,335,1116.504
