publishTime,startTime,settlementDate,settlementPeriod,boundary,transmissionSystemDemand,nationalDemand
2023-12-04T22:18:00Z,2023-12-04T22:30:00Z,2023-12-04,46,N,30651,29142.0
2023-12-04T22:47:00Z,2023-12-04T23:00:00Z,2023-12-04,47,N,28837,27308.0
2023-12-04T23:17:00Z,2023-12-04T23:30:00Z,2023-12-04,48,N,28146,26180.0
2023-12-04T23:47:00Z,2023-12-05T00:00:00Z,2023-12-05,1,N,27968,25800.0
2023-12-05T00:16:00Z,2023-12-05T00:30:00Z,2023-12-05,2,N,28521,26400.0
2023-12-05T00:47:00Z,2023-12-05T01:00:00Z,2023-12-05,3,N,28662,26130.0
2023-12-05T01:17:00Z,2023-12-05T01:30:00Z,2023-12-05,4,N,28160,25487.0
2023-12-05T01:46:00Z,2023-12-05T02:00:00Z,2023-12-05,5,N,27501,24891.0
2023-12-05T02:16:00Z,2023-12-05T02:30:00Z,2023-12-05,6,N,27233,24604.0
2023-12-05T02:47:00Z,2023-12-05T03:00:00Z,2023-12-05,7,N,26757,24218.0
2023-12-05T03:16:00Z,2023-12-05T03:30:00Z,2023-12-05,8,N,26346,23890.0
2023-12-05T03:47:00Z,2023-12-05T04:00:00Z,2023-12-05,9,N,26083,23813.0
2023-12-05T04:16:00Z,2023-12-05T04:30:00Z,2023-12-05,10,N,25839,23800.0
2023-12-05T04:46:00Z,2023-12-05T05:00:00Z,2023-12-05,11,N,25760,24580.0
2023-12-05T05:16:00Z,2023-12-05T05:30:00Z,2023-12-05,12,N,27055,25879.0
2023-12-05T05:46:00Z,2023-12-05T06:00:00Z,2023-12-05,13,N,31503,28913.0
2023-12-05T06:16:00Z,2023-12-05T06:30:00Z,2023-12-05,14,N,34494,31677.0
2023-12-05T06:46:00Z,2023-12-05T07:00:00Z,2023-12-05,15,N,37688,34638.0
2023-12-05T07:16:00Z,2023-12-05T07:30:00Z,2023-12-05,16,N,39449,36285.0
2023-12-05T07:46:00Z,2023-12-05T08:00:00Z,2023-12-05,17,N,39319,37733.0
2023-12-05T08:16:00Z,2023-12-05T08:30:00Z,2023-12-05,18,N,39905,38300.0
2023-12-05T08:16:00Z,2023-12-05T09:00:00Z,2023-12-05,19,N,41180,39600.0
2023-12-05T09:17:00Z,2023-12-05T09:30:00Z,2023-12-05,20,N,41148,39568.0
2023-12-05T09:46:00Z,2023-12-05T10:00:00Z,2023-12-05,21,N,41180,39600.0
2023-12-05T10:17:00Z,2023-12-05T10:30:00Z,2023-12-05,22,N,41546,39966.0
2023-12-05T10:46:00Z,2023-12-05T11:00:00Z,2023-12-05,23,N,41793,40213.0
2023-12-05T11:17:00Z,2023-12-05T11:30:00Z,2023-12-05,24,N,41704,40124.0
2023-12-05T11:47:00Z,2023-12-05T12:00:00Z,2023-12-05,25,N,41880,40300.0
2023-12-05T12:17:00Z,2023-12-05T12:30:00Z,2023-12-05,26,N,41874,40294.0
2023-12-05T12:47:00Z,2023-12-05T13:00:00Z,2023-12-05,27,N,41975,40395.0
2023-12-05T13:17:00Z,2023-12-05T13:30:00Z,2023-12-05,28,N,41761,40181.0
2023-12-05T13:47:00Z,2023-12-05T14:00:00Z,2023-12-05,29,N,41666,40086.0
2023-12-05T14:17:00Z,2023-12-05T14:30:00Z,2023-12-05,30,N,41580,40000.0
2023-12-05T14:48:00Z,2023-12-05T15:00:00Z,2023-12-05,31,N,42198,40618.0
2023-12-05T15:18:00Z,2023-12-05T15:30:00Z,2023-12-05,32,N,43339,41759.0
2023-12-05T15:47:00Z,2023-12-05T16:00:00Z,2023-12-05,33,N,44147,42567.0
2023-12-05T16:17:00Z,2023-12-05T16:30:00Z,2023-12-05,34,N,44567,42987.0
2023-12-05T16:47:00Z,2023-12-05T17:00:00Z,2023-12-05,35,N,45093,43513.0
2023-12-05T17:17:00Z,2023-12-05T17:30:00Z,2023-12-05,36,N,45260,43680.0
2023-12-05T17:47:00Z,2023-12-05T18:00:00Z,2023-12-05,37,N,45289,43709.0
2023-12-05T18:17:00Z,2023-12-05T18:30:00Z,2023-12-05,38,N,44813,43301.0
2023-12-05T18:48:00Z,2023-12-05T19:00:00Z,2023-12-05,39,N,43821,42545.0
2023-12-05T19:18:00Z,2023-12-05T19:30:00Z,2023-12-05,40,N,42428,41310.0
2023-12-05T19:47:00Z,2023-12-05T20:00:00Z,2023-12-05,41,N,41109,40212.0
2023-12-05T20:17:00Z,2023-12-05T20:30:00Z,2023-12-05,42,N,39901,39050.0
2023-12-05T20:47:00Z,2023-12-05T21:00:00Z,2023-12-05,43,N,38165,37441.0
2023-12-05T21:18:00Z,2023-12-05T21:30:00Z,2023-12-05,44,N,36158,35363.0
2023-12-05T21:47:00Z,2023-12-05T22:00:00Z,2023-12-05,45,N,34477,33422.0
2023-12-05T22:17:00Z,2023-12-05T22:30:00Z,2023-12-05,46,N,32565,31557.0
2023-12-05T22:48:00Z,2023-12-05T23:00:00Z,2023-12-05,47,N,32097,
2023-12-05T23:17:00Z,2023-12-05T23:30:00Z,2023-12-05,48,N,31165,28870.0
2023-12-05T23:47:00Z,2023-12-06T00:00:00Z,2023-12-06,1,N,30544,28450.0
2023-12-06T00:16:00Z,2023-12-06T00:30:00Z,2023-12-06,2,N,30942,28660.0
2023-12-06T00:46:00Z,2023-12-06T01:00:00Z,2023-12-06,3,N,30852,28321.0
2023-12-06T01:17:00Z,2023-12-06T01:30:00Z,2023-12-06,4,N,30109,27578.0
2023-12-06T01:47:00Z,2023-12-06T02:00:00Z,2023-12-06,5,N,29617,
2023-12-06T02:16:00Z,2023-12-06T02:30:00Z,2023-12-06,6,N,29261,26536.0
2023-12-06T02:47:00Z,2023-12-06T03:00:00Z,2023-12-06,7,N,29331,26077.0
2023-12-06T03:16:00Z,2023-12-06T03:30:00Z,2023-12-06,8,N,28932,25681.0
2023-12-06T03:47:00Z,2023-12-06T04:00:00Z,2023-12-06,9,N,31006,25557.0
2023-12-06T04:16:00Z,2023-12-06T04:30:00Z,2023-12-06,10,N,30776,25500.0
2023-12-06T04:46:00Z,2023-12-06T05:00:00Z,2023-12-06,11,N,32037,26220.0
2023-12-06T05:16:00Z,2023-12-06T05:30:00Z,2023-12-06,12,N,33293,27484.0
2023-12-06T05:46:00Z,2023-12-06T06:00:00Z,2023-12-06,13,N,34889,30570.0
2023-12-06T06:16:00Z,2023-12-06T06:30:00Z,2023-12-06,14,N,37664,33345.0
2023-12-06T06:46:00Z,2023-12-06T07:00:00Z,2023-12-06,15,N,38852,36299.0
2023-12-06T07:16:00Z,2023-12-06T07:30:00Z,2023-12-06,16,N,40408,37855.0
2023-12-06T07:46:00Z,2023-12-06T08:00:00Z,2023-12-06,17,N,41234,39190.0
2023-12-06T08:16:00Z,2023-12-06T08:30:00Z,2023-12-06,18,N,41644,39600.0
2023-12-06T08:16:00Z,2023-12-06T09:00:00Z,2023-12-06,19,N,40611,39800.0
2023-12-06T09:16:00Z,2023-12-06T09:30:00Z,2023-12-06,20,N,40354,39543.0
2023-12-06T09:46:00Z,2023-12-06T10:00:00Z,2023-12-06,21,N,39824,39148.0
2023-12-06T10:16:00Z,2023-12-06T10:30:00Z,2023-12-06,22,N,39255,38579.0
2023-12-06T10:46:00Z,2023-12-06T11:00:00Z,2023-12-06,23,N,38983,38283.0
2023-12-06T11:16:00Z,2023-12-06T11:30:00Z,2023-12-06,24,N,38987,38287.0
2023-12-06T11:47:00Z,2023-12-06T12:00:00Z,2023-12-06,25,N,40036,39021.0
2023-12-06T12:17:00Z,2023-12-06T12:30:00Z,2023-12-06,26,N,40215,39200.0
2023-12-06T12:47:00Z,2023-12-06T13:00:00Z,2023-12-06,27,N,39932,39200.0
2023-12-06T13:17:00Z,2023-12-06T13:30:00Z,2023-12-06,28,N,39988,39256.0
2023-12-06T13:47:00Z,2023-12-06T14:00:00Z,2023-12-06,29,N,40545,39252.0
2023-12-06T14:17:00Z,2023-12-06T14:30:00Z,2023-12-06,30,N,40771,39478.0
2023-12-06T14:47:00Z,2023-12-06T15:00:00Z,2023-12-06,31,N,40947,40004.0
2023-12-06T15:17:00Z,2023-12-06T15:30:00Z,2023-12-06,32,N,41958,41023.0
2023-12-06T15:46:00Z,2023-12-06T16:00:00Z,2023-12-06,33,N,43963,42256.0
2023-12-06T16:17:00Z,2023-12-06T16:30:00Z,2023-12-06,34,N,44603,42896.0
2023-12-06T16:47:00Z,2023-12-06T17:00:00Z,2023-12-06,35,N,44974,43200.0
2023-12-06T17:17:00Z,2023-12-06T17:30:00Z,2023-12-06,36,N,44526,42752.0
2023-12-06T17:47:00Z,2023-12-06T18:00:00Z,2023-12-06,37,N,43829,42197.0
2023-12-06T18:16:00Z,2023-12-06T18:30:00Z,2023-12-06,38,N,42894,41262.0
2023-12-06T18:46:00Z,2023-12-06T19:00:00Z,2023-12-06,39,N,41509,40331.0
2023-12-06T19:17:00Z,2023-12-06T19:30:00Z,2023-12-06,40,N,40149,38971.0
2023-12-06T19:46:00Z,2023-12-06T20:00:00Z,2023-12-06,41,N,39822,37647.0
2023-12-06T20:17:00Z,2023-12-06T20:30:00Z,2023-12-06,42,N,38592,36300.0
2023-12-06T20:47:00Z,2023-12-06T21:00:00Z,2023-12-06,43,N,37518,34650.0
2023-12-06T21:17:00Z,2023-12-06T21:30:00Z,2023-12-06,44,N,35576,32617.0
2023-12-06T21:47:00Z,2023-12-06T22:00:00Z,2023-12-06,45,N,33745,
2023-12-06T22:17:00Z,2023-12-06T22:30:00Z,2023-12-06,46,N,31547,28608.0
2023-12-06T22:46:00Z,2023-12-06T23:00:00Z,2023-12-06,47,N,28617,26519.0
2023-12-06T23:17:00Z,2023-12-06T23:30:00Z,2023-12-06,48,N,27366,25400.0
2023-12-06T23:46:00Z,2023-12-07T00:00:00Z,2023-12-07,1,N,27022,25160.0
2023-12-07T00:16:00Z,2023-12-07T00:30:00Z,2023-12-07,2,N,27276,25420.0
2023-12-07T00:46:00Z,2023-12-07T01:00:00Z,2023-12-07,3,N,27415,24928.0
2023-12-07T01:16:00Z,2023-12-07T01:30:00Z,2023-12-07,4,N,27194,24389.0
2023-12-07T01:46:00Z,2023-12-07T02:00:00Z,2023-12-07,5,N,27933,23897.0
2023-12-07T02:16:00Z,2023-12-07T02:30:00Z,2023-12-07,6,N,27518,23466.0
2023-12-07T02:47:00Z,2023-12-07T03:00:00Z,2023-12-07,7,N,28213,23111.0
2023-12-07T03:16:00Z,2023-12-07T03:30:00Z,2023-12-07,8,N,27591,22492.0
2023-12-07T03:46:00Z,2023-12-07T04:00:00Z,2023-12-07,9,N,29334,22400.0
2023-12-07T04:16:00Z,2023-12-07T04:30:00Z,2023-12-07,10,N,29238,22504.0
2023-12-07T04:46:00Z,2023-12-07T05:00:00Z,2023-12-07,11,N,29381,22963.0
2023-12-07T05:16:00Z,2023-12-07T05:30:00Z,2023-12-07,12,N,30391,24010.0
2023-12-07T05:46:00Z,2023-12-07T06:00:00Z,2023-12-07,13,N,32438,26604.0
2023-12-07T06:16:00Z,2023-12-07T06:30:00Z,2023-12-07,14,N,35217,29383.0
2023-12-07T06:46:00Z,2023-12-07T07:00:00Z,2023-12-07,15,N,38303,32596.0
2023-12-07T07:16:00Z,2023-12-07T07:30:00Z,2023-12-07,16,N,39491,33789.0
2023-12-07T07:46:00Z,2023-12-07T08:00:00Z,2023-12-07,17,N,40524,35305.0
2023-12-07T08:16:00Z,2023-12-07T08:30:00Z,2023-12-07,18,N,41183,36000.0
2023-12-07T08:16:00Z,2023-12-07T09:00:00Z,2023-12-07,19,N,42419,37235.0
2023-12-07T09:16:00Z,2023-12-07T09:30:00Z,2023-12-07,20,N,43214,38030.0
2023-12-07T09:46:00Z,2023-12-07T10:00:00Z,2023-12-07,21,N,43296,37689.0
2023-12-07T10:16:00Z,2023-12-07T10:30:00Z,2023-12-07,22,N,43235,37651.0
2023-12-07T10:46:00Z,2023-12-07T11:00:00Z,2023-12-07,23,N,44044,38135.0
2023-12-07T11:16:00Z,2023-12-07T11:30:00Z,2023-12-07,24,N,44183,38173.0
2023-12-07T11:47:00Z,2023-12-07T12:00:00Z,2023-12-07,25,N,42937,38262.0
2023-12-07T12:17:00Z,2023-12-07T12:30:00Z,2023-12-07,26,N,43087,38430.0
2023-12-07T12:47:00Z,2023-12-07T13:00:00Z,2023-12-07,27,N,42907,38251.0
2023-12-07T13:17:00Z,2023-12-07T13:30:00Z,2023-12-07,28,N,42596,37908.0
2023-12-07T13:47:00Z,2023-12-07T14:00:00Z,2023-12-07,29,N,42565,37600.0
2023-12-07T14:16:00Z,2023-12-07T14:30:00Z,2023-12-07,30,N,42880,
2023-12-07T14:47:00Z,2023-12-07T15:00:00Z,2023-12-07,31,N,43740,38167.0
2023-12-07T15:17:00Z,2023-12-07T15:30:00Z,2023-12-07,32,N,43884,38483.0
2023-12-07T15:47:00Z,2023-12-07T16:00:00Z,2023-12-07,33,N,44357,39612.0
2023-12-07T16:17:00Z,2023-12-07T16:30:00Z,2023-12-07,34,N,45349,40497.0
2023-12-07T16:47:00Z,2023-12-07T17:00:00Z,2023-12-07,35,N,45588,40700.0
2023-12-07T17:17:00Z,2023-12-07T17:30:00Z,2023-12-07,36,N,45209,40279.0
2023-12-07T17:47:00Z,2023-12-07T18:00:00Z,2023-12-07,37,N,44654,40078.0
2023-12-07T18:16:00Z,2023-12-07T18:30:00Z,2023-12-07,38,N,44134,39570.0
2023-12-07T18:46:00Z,2023-12-07T19:00:00Z,2023-12-07,39,N,41083,39291.0
2023-12-07T19:17:00Z,2023-12-07T19:30:00Z,2023-12-07,40,N,39905,38267.0
2023-12-07T19:46:00Z,2023-12-07T20:00:00Z,2023-12-07,41,N,37672,36713.0
2023-12-07T20:16:00Z,2023-12-07T20:30:00Z,2023-12-07,42,N,36151,35240.0
2023-12-07T20:46:00Z,2023-12-07T21:00:00Z,2023-12-07,43,N,34384,33534.0
2023-12-07T21:17:00Z,2023-12-07T21:30:00Z,2023-12-07,44,N,32954,32251.0
2023-12-07T21:46:00Z,2023-12-07T22:00:00Z,2023-12-07,45,N,31225,30173.0
2023-12-07T22:17:00Z,2023-12-07T22:30:00Z,2023-12-07,46,N,29755,28703.0
2023-12-07T22:47:00Z,2023-12-07T23:00:00Z,2023-12-07,47,N,27853,26903.0
2023-12-07T23:16:00Z,2023-12-07T23:30:00Z,2023-12-07,48,N,26816,25840.0
2023-12-07T23:46:00Z,2023-12-08T00:00:00Z,2023-12-08,1,N,26877,25560.0
2023-12-08T00:16:00Z,2023-12-08T00:30:00Z,2023-12-08,2,N,27150,25830.0
2023-12-08T00:46:00Z,2023-12-08T01:00:00Z,2023-12-08,3,N,27151,25559.0
2023-12-08T01:16:00Z,2023-12-08T01:30:00Z,2023-12-08,4,N,26638,25044.0
2023-12-08T01:46:00Z,2023-12-08T02:00:00Z,2023-12-08,5,N,26283,24692.0
2023-12-08T02:16:00Z,2023-12-08T02:30:00Z,2023-12-08,6,N,26188,24599.0
2023-12-08T02:46:00Z,2023-12-08T03:00:00Z,2023-12-08,7,N,25542,24186.0
2023-12-08T03:16:00Z,2023-12-08T03:30:00Z,2023-12-08,8,N,25057,23708.0
2023-12-08T03:46:00Z,2023-12-08T04:00:00Z,2023-12-08,9,N,24928,23621.0
2023-12-08T04:16:00Z,2023-12-08T04:30:00Z,2023-12-08,10,N,24883,23580.0
2023-12-08T04:46:00Z,2023-12-08T05:00:00Z,2023-12-08,11,N,24912,23972.0
2023-12-08T05:16:00Z,2023-12-08T05:30:00Z,2023-12-08,12,N,26268,25137.0
2023-12-08T05:46:00Z,2023-12-08T06:00:00Z,2023-12-08,13,N,30572,27609.0
2023-12-08T06:16:00Z,2023-12-08T06:30:00Z,2023-12-08,14,N,33040,30081.0
2023-12-08T06:46:00Z,2023-12-08T07:00:00Z,2023-12-08,15,N,35249,32972.0
2023-12-08T07:16:00Z,2023-12-08T07:30:00Z,2023-12-08,16,N,36569,34292.0
2023-12-08T07:46:00Z,2023-12-08T08:00:00Z,2023-12-08,17,N,36492,35565.0
2023-12-08T08:16:00Z,2023-12-08T08:30:00Z,2023-12-08,18,N,37327,36400.0
2023-12-08T08:16:00Z,2023-12-08T09:00:00Z,2023-12-08,19,N,38172,37215.0
2023-12-08T09:16:00Z,2023-12-08T09:30:00Z,2023-12-08,20,N,38328,37300.0
2023-12-08T09:46:00Z,2023-12-08T10:00:00Z,2023-12-08,21,N,38118,36711.0
2023-12-08T10:16:00Z,2023-12-08T10:30:00Z,2023-12-08,22,N,37928,36386.0
2023-12-08T10:46:00Z,2023-12-08T11:00:00Z,2023-12-08,23,N,38930,36091.0
2023-12-08T11:22:00Z,2023-12-08T11:30:00Z,2023-12-08,24,N,38845,36034.0
2023-12-08T11:47:00Z,2023-12-08T12:00:00Z,2023-12-08,25,N,39184,36390.0
2023-12-08T12:17:00Z,2023-12-08T12:30:00Z,2023-12-08,26,N,39020,36226.0
2023-12-08T12:47:00Z,2023-12-08T13:00:00Z,2023-12-08,27,N,39121,36295.0
2023-12-08T13:17:00Z,2023-12-08T13:30:00Z,2023-12-08,28,N,38657,35831.0
2023-12-08T13:47:00Z,2023-12-08T14:00:00Z,2023-12-08,29,N,38256,35572.0
2023-12-08T14:17:00Z,2023-12-08T14:30:00Z,2023-12-08,30,N,37674,34990.0
2023-12-08T14:47:00Z,2023-12-08T15:00:00Z,2023-12-08,31,N,38729,35581.0
2023-12-08T15:17:00Z,2023-12-08T15:30:00Z,2023-12-08,32,N,39810,36662.0
2023-12-08T15:47:00Z,2023-12-08T16:00:00Z,2023-12-08,33,N,40400,
2023-12-08T16:16:00Z,2023-12-08T16:30:00Z,2023-12-08,34,N,41390,38775.0
2023-12-08T16:47:00Z,2023-12-08T17:00:00Z,2023-12-08,35,N,41718,39300.0
2023-12-08T17:17:00Z,2023-12-08T17:30:00Z,2023-12-08,36,N,41547,39058.0
2023-12-08T17:47:00Z,2023-12-08T18:00:00Z,2023-12-08,37,N,41645,38679.0
2023-12-08T18:16:00Z,2023-12-08T18:30:00Z,2023-12-08,38,N,40685,37752.0
2023-12-08T18:47:00Z,2023-12-08T19:00:00Z,2023-12-08,39,N,38277,36441.0
2023-12-08T19:16:00Z,2023-12-08T19:30:00Z,2023-12-08,40,N,37558,35808.0
2023-12-08T19:46:00Z,2023-12-08T20:00:00Z,2023-12-08,41,N,36091,34811.0
2023-12-08T20:16:00Z,2023-12-08T20:30:00Z,2023-12-08,42,N,34689,33430.0
2023-12-08T20:46:00Z,2023-12-08T21:00:00Z,2023-12-08,43,N,32467,31719.0
2023-12-08T21:17:00Z,2023-12-08T21:30:00Z,2023-12-08,44,N,30811,30137.0
2023-12-08T21:47:00Z,2023-12-08T22:00:00Z,2023-12-08,45,N,29142,28386.0
2023-12-08T22:17:00Z,2023-12-08T22:30:00Z,2023-12-08,46,N,27759,27039.0
2023-12-08T22:47:00Z,2023-12-08T23:00:00Z,2023-12-08,47,N,26864,25548.0
2023-12-08T23:17:00Z,2023-12-08T23:30:00Z,2023-12-08,48,N,25866,24400.0
2023-12-08T23:46:00Z,2023-12-09T00:00:00Z,2023-12-09,1,N,25717,24100.0
2023-12-09T00:16:00Z,2023-12-09T00:30:00Z,2023-12-09,2,N,25987,24500.0
2023-12-09T00:46:00Z,2023-12-09T01:00:00Z,2023-12-09,3,N,25617,23965.0
2023-12-09T01:16:00Z,2023-12-09T01:30:00Z,2023-12-09,4,N,25469,23578.0
2023-12-09T01:46:00Z,2023-12-09T02:00:00Z,2023-12-09,5,N,25225,22631.0
2023-12-09T02:16:00Z,2023-12-09T02:30:00Z,2023-12-09,6,N,25336,22421.0
2023-12-09T02:46:00Z,2023-12-09T03:00:00Z,2023-12-09,7,N,24738,21710.0
2023-12-09T03:17:00Z,2023-12-09T03:30:00Z,2023-12-09,8,N,24302,21247.0
2023-12-09T03:46:00Z,2023-12-09T04:00:00Z,2023-12-09,9,N,24498,21100.0
2023-12-09T04:16:00Z,2023-12-09T04:30:00Z,2023-12-09,10,N,24460,21179.0
2023-12-09T04:46:00Z,2023-12-09T05:00:00Z,2023-12-09,11,N,23953,21300.0
2023-12-09T05:16:00Z,2023-12-09T05:30:00Z,2023-12-09,12,N,23453,21335.0
2023-12-09T05:46:00Z,2023-12-09T06:00:00Z,2023-12-09,13,N,24633,22226.0
2023-12-09T06:16:00Z,2023-12-09T06:30:00Z,2023-12-09,14,N,24453,22958.0
2023-12-09T06:46:00Z,2023-12-09T07:00:00Z,2023-12-09,15,N,25481,24459.0
2023-12-09T07:16:00Z,2023-12-09T07:30:00Z,2023-12-09,16,N,26505,25481.0
2023-12-09T07:46:00Z,2023-12-09T08:00:00Z,2023-12-09,17,N,28861,27945.0
2023-12-09T08:16:00Z,2023-12-09T08:30:00Z,2023-12-09,18,N,29804,29200.0
2023-12-09T08:16:00Z,2023-12-09T09:00:00Z,2023-12-09,19,N,31258,30658.0
2023-12-09T09:16:00Z,2023-12-09T09:30:00Z,2023-12-09,20,N,31836,31211.0
2023-12-09T09:46:00Z,2023-12-09T10:00:00Z,2023-12-09,21,N,31340,30700.0
2023-12-09T10:16:00Z,2023-12-09T10:30:00Z,2023-12-09,22,N,31240,30600.0
2023-12-09T10:46:00Z,2023-12-09T11:00:00Z,2023-12-09,23,N,31033,30433.0
2023-12-09T11:16:00Z,2023-12-09T11:30:00Z,2023-12-09,24,N,31075,30475.0
2023-12-09T11:47:00Z,2023-12-09T12:00:00Z,2023-12-09,25,N,30850,30250.0
2023-12-09T12:17:00Z,2023-12-09T12:30:00Z,2023-12-09,26,N,30748,30148.0
2023-12-09T12:47:00Z,2023-12-09T13:00:00Z,2023-12-09,27,N,30700,30100.0
2023-12-09T13:17:00Z,2023-12-09T13:30:00Z,2023-12-09,28,N,30764,30164.0
2023-12-09T13:47:00Z,2023-12-09T14:00:00Z,2023-12-09,29,N,30947,30347.0
2023-12-09T14:15:00Z,2023-12-09T14:30:00Z,2023-12-09,30,N,30844,30244.0
2023-12-09T14:45:00Z,2023-12-09T15:00:00Z,2023-12-09,31,N,31103,30503.0
2023-12-09T15:15:00Z,2023-12-09T15:30:00Z,2023-12-09,32,N,31838,31238.0
2023-12-09T15:45:00Z,2023-12-09T16:00:00Z,2023-12-09,33,N,33009,32409.0
2023-12-09T16:15:00Z,2023-12-09T16:30:00Z,2023-12-09,34,N,33958,33358.0
2023-12-09T16:46:00Z,2023-12-09T17:00:00Z,2023-12-09,35,N,34993,34393.0
2023-12-09T17:15:00Z,2023-12-09T17:30:00Z,2023-12-09,36,N,35100,34500.0
2023-12-09T17:45:00Z,2023-12-09T18:00:00Z,2023-12-09,37,N,35037,34437.0
2023-12-09T18:15:00Z,2023-12-09T18:30:00Z,2023-12-09,38,N,34110,33510.0
2023-12-09T18:45:00Z,2023-12-09T19:00:00Z,2023-12-09,39,N,32834,32217.0
2023-12-09T19:15:00Z,2023-12-09T19:30:00Z,2023-12-09,40,N,31968,31368.0
2023-12-09T19:45:00Z,2023-12-09T20:00:00Z,2023-12-09,41,N,31396,30796.0
2023-12-09T20:15:00Z,2023-12-09T20:30:00Z,2023-12-09,42,N,30000,29400.0
2023-12-09T20:45:00Z,2023-12-09T21:00:00Z,2023-12-09,43,N,28663,28038.0
2023-12-09T21:15:00Z,2023-12-09T21:30:00Z,2023-12-09,44,N,27798,27173.0
2023-12-09T21:45:00Z,2023-12-09T22:00:00Z,2023-12-09,45,N,26422,25797.0
2023-12-09T22:17:00Z,2023-12-09T22:30:00Z,2023-12-09,46,N,25994,24729.0
2023-12-09T22:47:00Z,2023-12-09T23:00:00Z,2023-12-09,47,N,24992,23130.0
2023-12-09T23:16:00Z,2023-12-09T23:30:00Z,2023-12-09,48,N,24698,22300.0
2023-12-09T23:46:00Z,2023-12-10T00:00:00Z,2023-12-10,1,N,25274,22600.0
2023-12-09T23:46:00Z,2023-12-10T00:00:00Z,2023-12-10,1,N,25274,22600.0
2023-12-10T00:16:00Z,2023-12-10T00:30:00Z,2023-12-10,2,N,25556,23000.0
2023-12-10T00:46:00Z,2023-12-10T01:00:00Z,2023-12-10,3,N,25003,22598.0
2023-12-10T01:16:00Z,2023-12-10T01:30:00Z,2023-12-10,4,N,24533,21950.0
2023-12-10T01:46:00Z,2023-12-10T02:00:00Z,2023-12-10,5,N,24673,21378.0
2023-12-10T02:16:00Z,2023-12-10T02:30:00Z,2023-12-10,6,N,24551,21195.0
2023-12-10T02:46:00Z,2023-12-10T03:00:00Z,2023-12-10,7,N,24213,20761.0
2023-12-10T03:16:00Z,2023-12-10T03:30:00Z,2023-12-10,8,N,23943,20387.0
2023-12-10T03:46:00Z,2023-12-10T04:00:00Z,2023-12-10,9,N,23307,20076.0
2023-12-10T04:16:00Z,2023-12-10T04:30:00Z,2023-12-10,10,N,23049,19900.0
2023-12-10T04:46:00Z,2023-12-10T05:00:00Z,2023-12-10,11,N,22511,19922.0
2023-12-10T05:16:00Z,2023-12-10T05:30:00Z,2023-12-10,12,N,22519,20213.0
2023-12-10T05:46:00Z,2023-12-10T06:00:00Z,2023-12-10,13,N,23346,21247.0
2023-12-10T06:16:00Z,2023-12-10T06:30:00Z,2023-12-10,14,N,23846,22116.0
2023-12-10T06:46:00Z,2023-12-10T07:00:00Z,2023-12-10,15,N,24769,23298.0
2023-12-10T07:16:00Z,2023-12-10T07:30:00Z,2023-12-10,16,N,25120,24361.0
2023-12-10T07:46:00Z,2023-12-10T08:00:00Z,2023-12-10,17,N,26660,25995.0
2023-12-10T08:16:00Z,2023-12-10T08:30:00Z,2023-12-10,18,N,28500,27900.0
2023-12-10T08:16:00Z,2023-12-10T09:00:00Z,2023-12-10,19,N,30196,29535.0
2023-12-10T09:16:00Z,2023-12-10T09:30:00Z,2023-12-10,20,N,31207,30553.0
2023-12-10T09:46:00Z,2023-12-10T10:00:00Z,2023-12-10,21,N,32223,31400.0
2023-12-10T10:16:00Z,2023-12-10T10:30:00Z,2023-12-10,22,N,32700,31871.0
2023-12-10T10:46:00Z,2023-12-10T11:00:00Z,2023-12-10,23,N,33095,32296.0
2023-12-10T11:16:00Z,2023-12-10T11:30:00Z,2023-12-10,24,N,33231,32582.0
2023-12-10T11:47:00Z,2023-12-10T12:00:00Z,2023-12-10,25,N,33782,33182.0
2023-12-10T12:17:00Z,2023-12-10T12:30:00Z,2023-12-10,26,N,33800,33200.0
2023-12-10T12:47:00Z,2023-12-10T13:00:00Z,2023-12-10,27,N,33502,32902.0
2023-12-10T13:17:00Z,2023-12-10T13:30:00Z,2023-12-10,28,N,33020,32420.0
2023-12-10T13:47:00Z,2023-12-10T14:00:00Z,2023-12-10,29,N,33320,32645.0
2023-12-10T14:17:00Z,2023-12-10T14:30:00Z,2023-12-10,30,N,33754,32897.0
2023-12-10T14:45:00Z,2023-12-10T15:00:00Z,2023-12-10,31,N,34411,33492.0
2023-12-10T15:15:00Z,2023-12-10T15:30:00Z,2023-12-10,32,N,35118,34355.0
2023-12-10T15:45:00Z,2023-12-10T16:00:00Z,2023-12-10,33,N,36834,36050.0
2023-12-10T16:16:00Z,2023-12-10T16:30:00Z,2023-12-10,34,N,38141,37240.0
2023-12-10T16:45:00Z,2023-12-10T17:00:00Z,2023-12-10,35,N,38621,37690.0
2023-12-10T17:15:00Z,2023-12-10T17:30:00Z,2023-12-10,36,N,38430,37388.0
2023-12-10T17:45:00Z,2023-12-10T18:00:00Z,2023-12-10,37,N,37556,36493.0
2023-12-10T18:15:00Z,2023-12-10T18:30:00Z,2023-12-10,38,N,36647,35607.0
2023-12-10T18:45:00Z,2023-12-10T19:00:00Z,2023-12-10,39,N,35490,34380.0
2023-12-10T19:15:00Z,2023-12-10T19:30:00Z,2023-12-10,40,N,34256,33209.0
2023-12-10T19:45:00Z,2023-12-10T20:00:00Z,2023-12-10,41,N,33108,32173.0
