publishTime,startTime,settlementDate,settlementPeriod,boundary,transmissionSystemDemand,nationalDemand
2022-12-31T23:45:00Z,2023-01-01T00:00:00Z,2023-01-01,1,N,25069,21200.0
2023-01-01T00:15:00Z,2023-01-01T00:30:00Z,2023-01-01,2,N,25516,21500.0
2023-01-01T00:45:00Z,2023-01-01T01:00:00Z,2023-01-01,3,N,25496,21140.0
2023-01-01T01:15:00Z,2023-01-01T01:30:00Z,2023-01-01,4,N,24700,20416.0
2023-01-01T01:45:00Z,2023-01-01T02:00:00Z,2023-01-01,5,N,24687,19804.0
2023-01-01T02:15:00Z,2023-01-01T02:30:00Z,2023-01-01,6,N,24136,19252.0
2023-01-01T02:45:00Z,2023-01-01T03:00:00Z,2023-01-01,7,N,23718,18690.0
2023-01-01T03:15:00Z,2023-01-01T03:30:00Z,2023-01-01,8,N,23195,18102.0
2023-01-01T03:45:00Z,2023-01-01T04:00:00Z,2023-01-01,9,N,22869,17657.0
2023-01-01T04:15:00Z,2023-01-01T04:30:00Z,2023-01-01,10,N,22644,17440.0
2023-01-01T04:45:00Z,2023-01-01T05:00:00Z,2023-01-01,11,N,23162,17519.0
2023-01-01T05:15:00Z,2023-01-01T05:30:00Z,2023-01-01,12,N,23176,17690.0
2023-01-01T05:45:00Z,2023-01-01T06:00:00Z,2023-01-01,13,N,23817,18406.0
2023-01-01T06:15:00Z,2023-01-01T06:30:00Z,2023-01-01,14,N,24090,18725.0
2023-01-01T06:45:00Z,2023-01-01T07:00:00Z,2023-01-01,15,N,24093,19153.0
2023-01-01T07:15:00Z,2023-01-01T07:30:00Z,2023-01-01,16,N,24148,19314.0
2023-01-01T07:45:00Z,2023-01-01T08:00:00Z,2023-01-01,17,N,23536,19807.0
2023-01-01T08:15:00Z,2023-01-01T08:30:00Z,2023-01-01,18,N,24232,20500.0
2023-01-01T08:15:00Z,2023-01-01T09:00:00Z,2023-01-01,19,N,23675,21505.0
2023-01-01T09:15:00Z,2023-01-01T09:30:00Z,2023-01-01,20,N,24073,22557.0
2023-01-01T09:45:00Z,2023-01-01T10:00:00Z,2023-01-01,21,N,24742,23500.0
2023-01-01T10:15:00Z,2023-01-01T10:30:00Z,2023-01-01,22,N,25095,23928.0
2023-01-01T10:45:00Z,2023-01-01T11:00:00Z,2023-01-01,23,N,25882,24518.0
2023-01-01T11:15:00Z,2023-01-01T11:30:00Z,2023-01-01,24,N,26279,25027.0
2023-01-01T11:45:00Z,2023-01-01T12:00:00Z,2023-01-01,25,N,27855,26561.0
2023-01-01T12:15:00Z,2023-01-01T12:30:00Z,2023-01-01,26,N,28452,27200.0
2023-01-01T12:45:00Z,2023-01-01T13:00:00Z,2023-01-01,27,N,28872,27600.0
2023-01-01T13:15:00Z,2023-01-01T13:30:00Z,2023-01-01,28,N,28969,27645.0
2023-01-01T13:45:00Z,2023-01-01T14:00:00Z,2023-01-01,29,N,29179,27850.0
2023-01-01T14:15:00Z,2023-01-01T14:30:00Z,2023-01-01,30,N,29475,28145.0
2023-01-01T14:45:00Z,2023-01-01T15:00:00Z,2023-01-01,31,N,30219,28695.0
2023-01-01T15:15:00Z,2023-01-01T15:30:00Z,2023-01-01,32,N,30863,29398.0
2023-01-01T15:45:00Z,2023-01-01T16:00:00Z,2023-01-01,33,N,32250,30945.0
2023-01-01T16:15:00Z,2023-01-01T16:30:00Z,2023-01-01,34,N,34131,32825.0
2023-01-01T16:45:00Z,2023-01-01T17:00:00Z,2023-01-01,35,N,34783,33400.0
2023-01-01T17:15:00Z,2023-01-01T17:30:00Z,2023-01-01,36,N,34572,33200.0
2023-01-01T17:45:00Z,2023-01-01T18:00:00Z,2023-01-01,37,N,33981,32724.0
2023-01-01T18:15:00Z,2023-01-01T18:30:00Z,2023-01-01,38,N,33196,31957.0
2023-01-01T18:45:00Z,2023-01-01T19:00:00Z,2023-01-01,39,N,32415,31278.0
2023-01-01T19:15:00Z,2023-01-01T19:30:00Z,2023-01-01,40,N,31282,30122.0
2023-01-01T19:45:00Z,2023-01-01T20:00:00Z,2023-01-01,41,N,30321,29379.0
2023-01-01T20:15:00Z,2023-01-01T20:30:00Z,2023-01-01,42,N,29387,28400.0
2023-01-01T20:45:00Z,2023-01-01T21:00:00Z,2023-01-01,43,N,28513,27711.0
2023-01-01T21:15:00Z,2023-01-01T21:30:00Z,2023-01-01,44,N,27386,26661.0
2023-01-01T21:45:00Z,2023-01-01T22:00:00Z,2023-01-01,45,N,26131,25531.0
2023-01-01T22:15:00Z,2023-01-01T22:30:00Z,2023-01-01,46,N,25277,24623.0
2023-01-01T22:45:00Z,2023-01-01T23:00:00Z,2023-01-01,47,N,24311,23526.0
2023-01-01T23:15:00Z,2023-01-01T23:30:00Z,2023-01-01,48,N,23624,22800.0
2023-01-01T23:45:00Z,2023-01-02T00:00:00Z,2023-01-02,1,N,23368,22500.0
2023-01-02T00:15:00Z,2023-01-02T00:30:00Z,2023-01-02,2,N,23523,22900.0
2023-01-02T00:45:00Z,2023-01-02T01:00:00Z,2023-01-02,3,N,23443,22732.0
2023-01-02T01:15:00Z,2023-01-02T01:30:00Z,2023-01-02,4,N,23019,22083.0
2023-01-02T01:45:00Z,2023-01-02T02:00:00Z,2023-01-02,5,N,22837,21441.0
2023-01-02T02:15:00Z,2023-01-02T02:30:00Z,2023-01-02,6,N,22571,21025.0
2023-01-02T02:45:00Z,2023-01-02T03:00:00Z,2023-01-02,7,N,21807,20098.0
2023-01-02T03:15:00Z,2023-01-02T03:30:00Z,2023-01-02,8,N,21553,19663.0
2023-01-02T03:45:00Z,2023-01-02T04:00:00Z,2023-01-02,9,N,21258,19216.0
2023-01-02T04:15:00Z,2023-01-02T04:30:00Z,2023-01-02,10,N,21313,19200.0
2023-01-02T04:45:00Z,2023-01-02T05:00:00Z,2023-01-02,11,N,21209,19667.0
2023-01-02T05:15:00Z,2023-01-02T05:30:00Z,2023-01-02,12,N,21752,20259.0
2023-01-02T05:45:00Z,2023-01-02T06:00:00Z,2023-01-02,13,N,22476,21519.0
2023-01-02T06:15:00Z,2023-01-02T06:30:00Z,2023-01-02,14,N,23503,22515.0
2023-01-02T06:45:00Z,2023-01-02T07:00:00Z,2023-01-02,15,N,24504,23333.0
2023-01-02T07:15:00Z,2023-01-02T07:30:00Z,2023-01-02,16,N,24941,23795.0
2023-01-02T07:45:00Z,2023-01-02T08:00:00Z,2023-01-02,17,N,26198,24919.0
2023-01-02T08:15:00Z,2023-01-02T08:30:00Z,2023-01-02,18,N,27103,26000.0
2023-01-02T08:15:00Z,2023-01-02T09:00:00Z,2023-01-02,19,N,28048,26860.0
2023-01-02T09:15:00Z,2023-01-02T09:30:00Z,2023-01-02,20,N,28744,27621.0
2023-01-02T09:45:00Z,2023-01-02T10:00:00Z,2023-01-02,21,N,29546,28200.0
2023-01-02T10:15:00Z,2023-01-02T10:30:00Z,2023-01-02,22,N,29753,28353.0
2023-01-02T10:45:00Z,2023-01-02T11:00:00Z,2023-01-02,23,N,30229,28795.0
2023-01-02T11:15:00Z,2023-01-02T11:30:00Z,2023-01-02,24,N,30224,28905.0
2023-01-02T11:45:00Z,2023-01-02T12:00:00Z,2023-01-02,25,N,30271,29100.0
2023-01-02T12:15:00Z,2023-01-02T12:30:00Z,2023-01-02,26,N,30221,29089.0
2023-01-02T12:45:00Z,2023-01-02T13:00:00Z,2023-01-02,27,N,29668,28603.0
2023-01-02T13:15:00Z,2023-01-02T13:30:00Z,2023-01-02,28,N,29618,28600.0
2023-01-02T13:45:00Z,2023-01-02T14:00:00Z,2023-01-02,29,N,29703,28810.0
2023-01-02T14:15:00Z,2023-01-02T14:30:00Z,2023-01-02,30,N,29952,29136.0
2023-01-02T14:45:00Z,2023-01-02T15:00:00Z,2023-01-02,31,N,30827,29979.0
2023-01-02T15:15:00Z,2023-01-02T15:30:00Z,2023-01-02,32,N,31670,31018.0
2023-01-02T15:45:00Z,2023-01-02T16:00:00Z,2023-01-02,33,N,33773,33173.0
2023-01-02T16:15:00Z,2023-01-02T16:30:00Z,2023-01-02,34,N,35819,35219.0
2023-01-02T16:45:00Z,2023-01-02T17:00:00Z,2023-01-02,35,N,36980,36380.0
2023-01-02T17:15:00Z,2023-01-02T17:30:00Z,2023-01-02,36,N,37000,36400.0
2023-01-02T17:45:00Z,2023-01-02T18:00:00Z,2023-01-02,37,N,36667,36067.0
2023-01-02T18:15:00Z,2023-01-02T18:30:00Z,2023-01-02,38,N,36393,35793.0
2023-01-02T18:45:00Z,2023-01-02T19:00:00Z,2023-01-02,39,N,35220,34620.0
2023-01-02T19:15:00Z,2023-01-02T19:30:00Z,2023-01-02,40,N,34018,33418.0
2023-01-02T19:45:00Z,2023-01-02T20:00:00Z,2023-01-02,41,N,33102,32502.0
2023-01-02T20:15:00Z,2023-01-02T20:30:00Z,2023-01-02,42,N,32100,31500.0
2023-01-02T20:45:00Z,2023-01-02T21:00:00Z,2023-01-02,43,N,30862,30262.0
2023-01-02T21:15:00Z,2023-01-02T21:30:00Z,2023-01-02,44,N,29462,28862.0
2023-01-02T21:45:00Z,2023-01-02T22:00:00Z,2023-01-02,45,N,28014,27414.0
2023-01-02T22:15:00Z,2023-01-02T22:30:00Z,2023-01-02,46,N,26471,25871.0
2023-01-02T22:45:00Z,2023-01-02T23:00:00Z,2023-01-02,47,N,24876,24276.0
2023-01-02T23:15:00Z,2023-01-02T23:30:00Z,2023-01-02,48,N,24080,23480.0
2023-01-02T23:45:00Z,2023-01-03T00:00:00Z,2023-01-03,1,N,23200,22600.0
2023-01-03T00:15:00Z,2023-01-03T00:30:00Z,2023-01-03,2,N,23890,23290.0
2023-01-03T00:45:00Z,2023-01-03T01:00:00Z,2023-01-03,3,N,23857,22861.0
2023-01-03T01:15:00Z,2023-01-03T01:30:00Z,2023-01-03,4,N,23431,22056.0
2023-01-03T01:45:00Z,2023-01-03T02:00:00Z,2023-01-03,5,N,23091,21357.0
2023-01-03T02:15:00Z,2023-01-03T02:30:00Z,2023-01-03,6,N,22976,20904.0
2023-01-03T02:45:00Z,2023-01-03T03:00:00Z,2023-01-03,7,N,22384,20385.0
2023-01-03T03:15:00Z,2023-01-03T03:30:00Z,2023-01-03,8,N,21903,19912.0
2023-01-03T03:45:00Z,2023-01-03T04:00:00Z,2023-01-03,9,N,22116,19540.0
2023-01-03T04:15:00Z,2023-01-03T04:30:00Z,2023-01-03,10,N,22226,19658.0
2023-01-03T04:45:00Z,2023-01-03T05:00:00Z,2023-01-03,11,N,23667,20257.0
2023-01-03T05:15:00Z,2023-01-03T05:30:00Z,2023-01-03,12,N,24010,21103.0
2023-01-03T05:45:00Z,2023-01-03T06:00:00Z,2023-01-03,13,N,24900,23308.0
2023-01-03T06:15:00Z,2023-01-03T06:30:00Z,2023-01-03,14,N,26619,25032.0
2023-01-03T06:45:00Z,2023-01-03T07:00:00Z,2023-01-03,15,N,29152,27220.0
2023-01-03T07:15:00Z,2023-01-03T07:30:00Z,2023-01-03,16,N,30561,28658.0
2023-01-03T07:45:00Z,2023-01-03T08:00:00Z,2023-01-03,17,N,31221,30078.0
2023-01-03T08:15:00Z,2023-01-03T08:30:00Z,2023-01-03,18,N,32289,31320.0
2023-01-03T08:15:00Z,2023-01-03T09:00:00Z,2023-01-03,19,N,33710,32967.0
2023-01-03T09:15:00Z,2023-01-03T09:30:00Z,2023-01-03,20,N,34512,33872.0
2023-01-03T09:45:00Z,2023-01-03T10:00:00Z,2023-01-03,21,N,35311,34590.0
2023-01-03T10:15:00Z,2023-01-03T10:30:00Z,2023-01-03,22,N,35562,34799.0
2023-01-03T10:45:00Z,2023-01-03T11:00:00Z,2023-01-03,23,N,36282,35300.0
2023-01-03T11:15:00Z,2023-01-03T11:30:00Z,2023-01-03,24,N,36848,35588.0
2023-01-03T11:45:00Z,2023-01-03T12:00:00Z,2023-01-03,25,N,37419,35997.0
2023-01-03T12:15:00Z,2023-01-03T12:30:00Z,2023-01-03,26,N,37393,36000.0
2023-01-03T12:45:00Z,2023-01-03T13:00:00Z,2023-01-03,27,N,37383,36000.0
2023-01-03T13:15:00Z,2023-01-03T13:30:00Z,2023-01-03,28,N,37462,36140.0
2023-01-03T13:45:00Z,2023-01-03T14:00:00Z,2023-01-03,29,N,37186,36107.0
2023-01-03T14:15:00Z,2023-01-03T14:30:00Z,2023-01-03,30,N,37269,36187.0
2023-01-03T14:45:00Z,2023-01-03T15:00:00Z,2023-01-03,31,N,37463,36271.0
2023-01-03T15:15:00Z,2023-01-03T15:30:00Z,2023-01-03,32,N,37393,36338.0
2023-01-03T15:45:00Z,2023-01-03T16:00:00Z,2023-01-03,33,N,38715,37554.0
2023-01-03T16:15:00Z,2023-01-03T16:30:00Z,2023-01-03,34,N,39389,38424.0
2023-01-03T16:45:00Z,2023-01-03T17:00:00Z,2023-01-03,35,N,39686,38600.0
2023-01-03T17:15:00Z,2023-01-03T17:30:00Z,2023-01-03,36,N,39460,38391.0
2023-01-03T17:45:00Z,2023-01-03T18:00:00Z,2023-01-03,37,N,38333,37433.0
2023-01-03T18:15:00Z,2023-01-03T18:30:00Z,2023-01-03,38,N,37093,36293.0
2023-01-03T18:45:00Z,2023-01-03T19:00:00Z,2023-01-03,39,N,35818,35218.0
2023-01-03T19:15:00Z,2023-01-03T19:30:00Z,2023-01-03,40,N,34658,34058.0
2023-01-03T19:45:00Z,2023-01-03T20:00:00Z,2023-01-03,41,N,33174,32574.0
2023-01-03T20:15:00Z,2023-01-03T20:30:00Z,2023-01-03,42,N,31600,31000.0
2023-01-03T20:45:00Z,2023-01-03T21:00:00Z,2023-01-03,43,N,29744,29144.0
2023-01-03T21:15:00Z,2023-01-03T21:30:00Z,2023-01-03,44,N,27657,27057.0
2023-01-03T21:45:00Z,2023-01-03T22:00:00Z,2023-01-03,45,N,26537,25143.0
2023-01-03T22:15:00Z,2023-01-03T22:30:00Z,2023-01-03,46,N,25465,23713.0
2023-01-03T22:45:00Z,2023-01-03T23:00:00Z,2023-01-03,47,N,25859,22065.0
2023-01-03T23:15:00Z,2023-01-03T23:30:00Z,2023-01-03,48,N,24878,20740.0
2023-01-03T23:45:00Z,2023-01-04T00:00:00Z,2023-01-04,1,N,25453,20570.0
2023-01-04T00:15:00Z,2023-01-04T00:30:00Z,2023-01-04,2,N,25917,21040.0
2023-01-04T00:45:00Z,2023-01-04T01:00:00Z,2023-01-04,3,N,26016,20688.0
2023-01-04T01:15:00Z,2023-01-04T01:30:00Z,2023-01-04,4,N,25440,20100.0
2023-01-04T01:45:00Z,2023-01-04T02:00:00Z,2023-01-04,5,N,25477,19454.0
2023-01-04T02:15:00Z,2023-01-04T02:30:00Z,2023-01-04,6,N,25189,19104.0
2023-01-04T02:45:00Z,2023-01-04T03:00:00Z,2023-01-04,7,N,24877,18776.0
2023-01-04T03:15:00Z,2023-01-04T03:30:00Z,2023-01-04,8,N,24659,18458.0
2023-01-04T03:45:00Z,2023-01-04T04:00:00Z,2023-01-04,9,N,25221,18250.0
2023-01-04T04:15:00Z,2023-01-04T04:30:00Z,2023-01-04,10,N,25151,18340.0
2023-01-04T04:45:00Z,2023-01-04T05:00:00Z,2023-01-04,11,N,25805,19129.0
2023-01-04T05:15:00Z,2023-01-04T05:30:00Z,2023-01-04,12,N,26646,20221.0
2023-01-04T05:45:00Z,2023-01-04T06:00:00Z,2023-01-04,13,N,25734,22386.0
2023-01-04T06:15:00Z,2023-01-04T06:30:00Z,2023-01-04,14,N,26889,24437.0
2023-01-04T06:45:00Z,2023-01-04T07:00:00Z,2023-01-04,15,N,27950,27083.0
2023-01-04T07:15:00Z,2023-01-04T07:30:00Z,2023-01-04,16,N,29948,29081.0
2023-01-04T07:45:00Z,2023-01-04T08:00:00Z,2023-01-04,17,N,31315,30598.0
2023-01-04T08:15:00Z,2023-01-04T08:30:00Z,2023-01-04,18,N,31925,31300.0
2023-01-04T08:15:00Z,2023-01-04T09:00:00Z,2023-01-04,19,N,33072,32350.0
2023-01-04T09:15:00Z,2023-01-04T09:30:00Z,2023-01-04,20,N,33425,32640.0
2023-01-04T09:45:00Z,2023-01-04T10:00:00Z,2023-01-04,21,N,33174,32349.0
2023-01-04T10:15:00Z,2023-01-04T10:30:00Z,2023-01-04,22,N,33122,32250.0
2023-01-04T10:45:00Z,2023-01-04T11:00:00Z,2023-01-04,23,N,32980,32028.0
2023-01-04T11:15:00Z,2023-01-04T11:30:00Z,2023-01-04,24,N,32960,31986.0
2023-01-04T11:45:00Z,2023-01-04T12:00:00Z,2023-01-04,25,N,32773,32071.0
2023-01-04T12:15:00Z,2023-01-04T12:30:00Z,2023-01-04,26,N,32670,31906.0
2023-01-04T12:45:00Z,2023-01-04T13:00:00Z,2023-01-04,27,N,32678,31800.0
2023-01-04T13:15:00Z,2023-01-04T13:30:00Z,2023-01-04,28,N,32757,31887.0
2023-01-04T13:45:00Z,2023-01-04T14:00:00Z,2023-01-04,29,N,32938,32288.0
2023-01-04T14:15:00Z,2023-01-04T14:30:00Z,2023-01-04,30,N,33393,32793.0
2023-01-04T14:45:00Z,2023-01-04T15:00:00Z,2023-01-04,31,N,34009,33409.0
2023-01-04T15:15:00Z,2023-01-04T15:30:00Z,2023-01-04,32,N,35031,34429.0
2023-01-04T15:45:00Z,2023-01-04T16:00:00Z,2023-01-04,33,N,36121,35472.0
2023-01-04T16:15:00Z,2023-01-04T16:30:00Z,2023-01-04,34,N,37082,36482.0
2023-01-04T16:45:00Z,2023-01-04T17:00:00Z,2023-01-04,35,N,37730,37051.0
2023-01-04T17:15:00Z,2023-01-04T17:30:00Z,2023-01-04,36,N,37939,37100.0
2023-01-04T17:45:00Z,2023-01-04T18:00:00Z,2023-01-04,37,N,37283,36328.0
2023-01-04T18:15:00Z,2023-01-04T18:30:00Z,2023-01-04,38,N,36622,35607.0
2023-01-04T18:45:00Z,2023-01-04T19:00:00Z,2023-01-04,39,N,35760,34543.0
2023-01-04T19:15:00Z,2023-01-04T19:30:00Z,2023-01-04,40,N,34824,33535.0
2023-01-04T19:45:00Z,2023-01-04T20:00:00Z,2023-01-04,41,N,33760,32322.0
2023-01-04T20:15:00Z,2023-01-04T20:30:00Z,2023-01-04,42,N,32408,30850.0
2023-01-04T20:45:00Z,2023-01-04T21:00:00Z,2023-01-04,43,N,31159,29660.0
2023-01-04T21:15:00Z,2023-01-04T21:30:00Z,2023-01-04,44,N,30009,28434.0
2023-01-04T21:45:00Z,2023-01-04T22:00:00Z,2023-01-04,45,N,28775,27190.0
2023-01-04T22:15:00Z,2023-01-04T22:30:00Z,2023-01-04,46,N,27678,25723.0
2023-01-04T22:45:00Z,2023-01-04T23:00:00Z,2023-01-04,47,N,27113,24189.0
2023-01-04T23:15:00Z,2023-01-04T23:30:00Z,2023-01-04,48,N,26408,23160.0
2023-01-04T23:45:00Z,2023-01-05T00:00:00Z,2023-01-05,1,N,25874,22300.0
2023-01-05T00:15:00Z,2023-01-05T00:30:00Z,2023-01-05,2,N,26394,22980.0
2023-01-05T00:45:00Z,2023-01-05T01:00:00Z,2023-01-05,3,N,26277,22865.0
2023-01-05T01:15:00Z,2023-01-05T01:30:00Z,2023-01-05,4,N,25844,22364.0
2023-01-05T01:45:00Z,2023-01-05T02:00:00Z,2023-01-05,5,N,25153,21516.0
2023-01-05T02:15:00Z,2023-01-05T02:30:00Z,2023-01-05,6,N,24935,21321.0
2023-01-05T02:45:00Z,2023-01-05T03:00:00Z,2023-01-05,7,N,24413,21216.0
2023-01-05T03:15:00Z,2023-01-05T03:30:00Z,2023-01-05,8,N,24103,20891.0
2023-01-05T03:45:00Z,2023-01-05T04:00:00Z,2023-01-05,9,N,23884,20779.0
2023-01-05T04:15:00Z,2023-01-05T04:30:00Z,2023-01-05,10,N,23452,20750.0
2023-01-05T04:45:00Z,2023-01-05T05:00:00Z,2023-01-05,11,N,23216,21278.0
2023-01-05T05:15:00Z,2023-01-05T05:30:00Z,2023-01-05,12,N,23410,21942.0
2023-01-05T05:45:00Z,2023-01-05T06:00:00Z,2023-01-05,13,N,25176,24326.0
2023-01-05T06:15:00Z,2023-01-05T06:30:00Z,2023-01-05,14,N,27519,26629.0
2023-01-05T06:45:00Z,2023-01-05T07:00:00Z,2023-01-05,15,N,30167,29349.0
2023-01-05T07:15:00Z,2023-01-05T07:30:00Z,2023-01-05,16,N,32064,31169.0
2023-01-05T07:45:00Z,2023-01-05T08:00:00Z,2023-01-05,17,N,33435,32689.0
2023-01-05T08:16:00Z,2023-01-05T08:30:00Z,2023-01-05,18,N,33867,33250.0
2023-01-05T08:16:00Z,2023-01-05T09:00:00Z,2023-01-05,19,N,34855,34255.0
2023-01-05T09:15:00Z,2023-01-05T09:30:00Z,2023-01-05,20,N,35048,34448.0
2023-01-05T09:45:00Z,2023-01-05T10:00:00Z,2023-01-05,21,N,35200,34600.0
2023-01-05T10:15:00Z,2023-01-05T10:30:00Z,2023-01-05,22,N,34800,34200.0
2023-01-05T10:45:00Z,2023-01-05T11:00:00Z,2023-01-05,23,N,34575,33950.0
2023-01-05T11:15:00Z,2023-01-05T11:30:00Z,2023-01-05,24,N,34481,33856.0
2023-01-05T11:45:00Z,2023-01-05T12:00:00Z,2023-01-05,25,N,34753,34138.0
2023-01-05T12:15:00Z,2023-01-05T12:30:00Z,2023-01-05,26,N,34353,33738.0
2023-01-05T12:45:00Z,2023-01-05T13:00:00Z,2023-01-05,27,N,34668,33399.0
2023-01-05T13:15:00Z,2023-01-05T13:30:00Z,2023-01-05,28,N,34169,32900.0
2023-01-05T13:45:00Z,2023-01-05T14:00:00Z,2023-01-05,29,N,34677,
2023-01-05T14:15:00Z,2023-01-05T14:30:00Z,2023-01-05,30,N,34782,33110.0
2023-01-05T14:45:00Z,2023-01-05T15:00:00Z,2023-01-05,31,N,35350,33454.0
2023-01-05T15:15:00Z,2023-01-05T15:30:00Z,2023-01-05,32,N,36097,34201.0
2023-01-05T15:45:00Z,2023-01-05T16:00:00Z,2023-01-05,33,N,37641,35322.0
2023-01-05T16:15:00Z,2023-01-05T16:30:00Z,2023-01-05,34,N,38840,36521.0
2023-01-05T16:45:00Z,2023-01-05T17:00:00Z,2023-01-05,35,N,38802,36700.0
2023-01-05T17:15:00Z,2023-01-05T17:30:00Z,2023-01-05,36,N,38675,36529.0
2023-01-05T17:45:00Z,2023-01-05T18:00:00Z,2023-01-05,37,N,38141,35869.0
2023-01-05T18:15:00Z,2023-01-05T18:30:00Z,2023-01-05,38,N,37228,34978.0
2023-01-05T18:45:00Z,2023-01-05T19:00:00Z,2023-01-05,39,N,34546,33946.0
2023-01-05T19:15:00Z,2023-01-05T19:30:00Z,2023-01-05,40,N,33328,32728.0
2023-01-05T19:45:00Z,2023-01-05T20:00:00Z,2023-01-05,41,N,32210,31478.0
2023-01-05T20:15:00Z,2023-01-05T20:30:00Z,2023-01-05,42,N,30970,30000.0
2023-01-05T20:45:00Z,2023-01-05T21:00:00Z,2023-01-05,43,N,29131,28442.0
2023-01-05T21:15:00Z,2023-01-05T21:30:00Z,2023-01-05,44,N,27627,26936.0
2023-01-05T21:45:00Z,2023-01-05T22:00:00Z,2023-01-05,45,N,27060,25440.0
2023-01-05T22:15:00Z,2023-01-05T22:30:00Z,2023-01-05,46,N,25823,24016.0
2023-01-05T22:45:00Z,2023-01-05T23:00:00Z,2023-01-05,47,N,26691,22221.0
2023-01-05T23:15:00Z,2023-01-05T23:30:00Z,2023-01-05,48,N,25990,21300.0
2023-01-05T23:45:00Z,2023-01-06T00:00:00Z,2023-01-06,1,N,25694,20390.0
2023-01-06T00:15:00Z,2023-01-06T00:30:00Z,2023-01-06,2,N,26238,20940.0
2023-01-06T00:45:00Z,2023-01-06T01:00:00Z,2023-01-06,3,N,25807,20758.0
2023-01-06T01:15:00Z,2023-01-06T01:30:00Z,2023-01-06,4,N,25260,20218.0
2023-01-06T01:45:00Z,2023-01-06T02:00:00Z,2023-01-06,5,N,25116,19771.0
2023-01-06T02:15:00Z,2023-01-06T02:30:00Z,2023-01-06,6,N,24865,19454.0
2023-01-06T02:45:00Z,2023-01-06T03:00:00Z,2023-01-06,7,N,25516,19322.0
2023-01-06T03:15:00Z,2023-01-06T03:30:00Z,2023-01-06,8,N,25074,18807.0
2023-01-06T03:45:00Z,2023-01-06T04:00:00Z,2023-01-06,9,N,24620,18600.0
2023-01-06T04:15:00Z,2023-01-06T04:30:00Z,2023-01-06,10,N,24779,18766.0
2023-01-06T04:45:00Z,2023-01-06T05:00:00Z,2023-01-06,11,N,24135,19416.0
2023-01-06T05:15:00Z,2023-01-06T05:30:00Z,2023-01-06,12,N,24987,20194.0
2023-01-06T05:45:00Z,2023-01-06T06:00:00Z,2023-01-06,13,N,25489,22379.0
2023-01-06T06:15:00Z,2023-01-06T06:30:00Z,2023-01-06,14,N,26944,24544.0
2023-01-06T06:45:00Z,2023-01-06T07:00:00Z,2023-01-06,15,N,28649,27407.0
2023-01-06T07:15:00Z,2023-01-06T07:30:00Z,2023-01-06,16,N,30818,29369.0
2023-01-06T07:45:00Z,2023-01-06T08:00:00Z,2023-01-06,17,N,32352,30782.0
2023-01-06T08:15:00Z,2023-01-06T08:30:00Z,2023-01-06,18,N,33180,31600.0
2023-01-06T08:15:00Z,2023-01-06T09:00:00Z,2023-01-06,19,N,34360,32780.0
2023-01-06T09:15:00Z,2023-01-06T09:30:00Z,2023-01-06,20,N,34285,32705.0
2023-01-06T09:45:00Z,2023-01-06T10:00:00Z,2023-01-06,21,N,34245,32665.0
2023-01-06T10:15:00Z,2023-01-06T10:30:00Z,2023-01-06,22,N,34127,32569.0
2023-01-06T10:45:00Z,2023-01-06T11:00:00Z,2023-01-06,23,N,33577,32152.0
2023-01-06T11:15:00Z,2023-01-06T11:30:00Z,2023-01-06,24,N,33477,32162.0
2023-01-06T11:45:00Z,2023-01-06T12:00:00Z,2023-01-06,25,N,33647,32597.0
2023-01-06T12:15:00Z,2023-01-06T12:30:00Z,2023-01-06,26,N,33692,32700.0
2023-01-06T12:46:00Z,2023-01-06T13:00:00Z,2023-01-06,27,N,33601,32754.0
2023-01-06T13:15:00Z,2023-01-06T13:30:00Z,2023-01-06,28,N,33327,32600.0
2023-01-06T13:45:00Z,2023-01-06T14:00:00Z,2023-01-06,29,N,33666,33066.0
2023-01-06T14:15:00Z,2023-01-06T14:30:00Z,2023-01-06,30,N,33804,33204.0
2023-01-06T14:45:00Z,2023-01-06T15:00:00Z,2023-01-06,31,N,34357,33757.0
2023-01-06T15:15:00Z,2023-01-06T15:30:00Z,2023-01-06,32,N,35280,34680.0
2023-01-06T15:45:00Z,2023-01-06T16:00:00Z,2023-01-06,33,N,36570,35970.0
2023-01-06T16:15:00Z,2023-01-06T16:30:00Z,2023-01-06,34,N,37667,37067.0
2023-01-06T16:45:00Z,2023-01-06T17:00:00Z,2023-01-06,35,N,38100,37500.0
2023-01-06T17:15:00Z,2023-01-06T17:30:00Z,2023-01-06,36,N,37436,36836.0
2023-01-06T17:45:00Z,2023-01-06T18:00:00Z,2023-01-06,37,N,36712,36112.0
2023-01-06T18:15:00Z,2023-01-06T18:30:00Z,2023-01-06,38,N,35858,35258.0
2023-01-06T18:45:00Z,2023-01-06T19:00:00Z,2023-01-06,39,N,34366,33766.0
2023-01-06T19:15:00Z,2023-01-06T19:30:00Z,2023-01-06,40,N,33111,32511.0
2023-01-06T19:45:00Z,2023-01-06T20:00:00Z,2023-01-06,41,N,31746,31121.0
2023-01-06T20:15:00Z,2023-01-06T20:30:00Z,2023-01-06,42,N,30333,29600.0
2023-01-06T20:45:00Z,2023-01-06T21:00:00Z,2023-01-06,43,N,29009,28167.0
2023-01-06T21:15:00Z,2023-01-06T21:30:00Z,2023-01-06,44,N,27670,26763.0
